"UNIQUEID","VENDORID","STORE_AND_FWD_FLAG","RATECODEID","PASSENGER_COUNT","TRIP_DISTANCE","FARE_AMOUNT","EXTRA","MTA_TAX","TIP_AMOUNT","TOLLS_AMOUNT","EHAIL_FEE","IMPROVEMENT_SURCHARGE","TOTAL_AMOUNT","PAYMENT_TYPE","TRIP_TYPE","CONGESTION_SURCHARGE"
0,0,32518,0,32518,0,0,0,0,0,0,83691,0,0,0,0,32518
